1, State-gov,77516, Bachelors,13, Adm-clerical,2174,0,40, <=50K
11507, Self-emp-not-inc,190078, Some-college,10, Exec-managerial,0,0,35, <=50K
11508, Private,117627, Some-college,10, Exec-managerial,0,0,40, <=50K
11509, Private,108419, Some-college,10, Craft-repair,0,0,40, <=50K
11510, Private,183701, 10th,6, Other-service,0,0,6, <=50K
11511, State-gov,208406, Bachelors,13, Prof-specialty,0,0,30, <=50K
11512, Private,148884, HS-grad,9, Transport-moving,0,0,60, <=50K
11513, Private,87285, HS-grad,9, Other-service,0,0,24, <=50K
11514, Private,199058, Bachelors,13, Prof-specialty,0,0,60, >50K
11515, Private,173628, Bachelors,13, Exec-managerial,0,0,40, >50K
11516, Private,370837, Bachelors,13, Handlers-cleaners,0,0,40, <=50K
11517, ?,179484, 12th,8, ?,0,0,40, <=50K
11518, Private,342769, Bachelors,13, Tech-support,0,0,20, <=50K
11519, Local-gov,65145, HS-grad,9, Prof-specialty,0,0,30, <=50K
11520, Private,150533, HS-grad,9, Sales,2829,0,40, <=50K
11521, Local-gov,272182, Some-college,10, Adm-clerical,0,0,40, <=50K
11522, Private,403467, Bachelors,13, Exec-managerial,7688,0,40, >50K
11523, Private,252168, Some-college,10, Other-service,0,0,40, <=50K
11524, Private,80430, 11th,7, Other-service,0,0,30, <=50K
11525, Private,189623, Bachelors,13, Sales,0,0,60, <=50K
11526, Private,115806, Masters,14, Exec-managerial,0,2547,40, >50K
11527, ?,28357, Some-college,10, ?,0,0,20, <=50K
11528, Private,226084, HS-grad,9, Priv-house-serv,0,0,40, <=50K
11529, Private,150817, HS-grad,9, Sales,0,0,20, <=50K
11530, Self-emp-inc,190911, HS-grad,9, Sales,0,0,45, <=50K
11531, Self-emp-inc,120126, Bachelors,13, Exec-managerial,0,1887,45, >50K
11532, Local-gov,255559, HS-grad,9, Adm-clerical,0,0,40, <=50K
11533, ?,142370, Prof-school,15, ?,0,0,10, <=50K
11534, Private,173679, Assoc-voc,11, Other-service,0,0,20, <=50K
11535, Private,35854, Some-college,10, Sales,0,0,40, <=50K
11536, Self-emp-not-inc,82161, 10th,6, Transport-moving,0,0,35, <=50K
11537, Self-emp-not-inc,129845, 7th-8th,4, Craft-repair,0,0,40, <=50K
11538, Private,226505, HS-grad,9, Adm-clerical,0,0,46, >50K
11539, Private,151584, Prof-school,15, Exec-managerial,7688,0,60, >50K
11540, Private,136419, HS-grad,9, Craft-repair,0,0,50, >50K
11541, Private,66460, Some-college,10, Exec-managerial,0,0,45, <=50K
11542, Local-gov,379940, Bachelors,13, Prof-specialty,0,0,40, >50K
11543, Local-gov,102936, Bachelors,13, Prof-specialty,0,0,55, <=50K
11544, Private,205309, HS-grad,9, Adm-clerical,0,0,20, <=50K
11545, ?,156890, 10th,6, ?,0,0,40, <=50K
11546, Private,208711, Bachelors,13, Craft-repair,7688,0,50, >50K
11547, Private,137547, HS-grad,9, Craft-repair,0,0,40, <=50K
11548, Private,220168, HS-grad,9, Sales,0,0,25, <=50K
11549, Local-gov,37672, Bachelors,13, Prof-specialty,0,0,45, <=50K
11550, Private,196643, Some-college,10, Other-service,0,0,20, <=50K
11551, ?,355686, HS-grad,9, ?,0,0,10, <=50K
11552, Private,197484, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
11553, Local-gov,115023, HS-grad,9, Other-service,0,0,40, <=50K
11554, State-gov,234824, HS-grad,9, Other-service,0,0,72, <=50K
11555, State-gov,361497, Bachelors,13, Protective-serv,0,0,72, >50K
11556, Private,351871, Bachelors,13, Sales,0,0,50, >50K
11557, Private,324231, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11558, Private,123490, 11th,7, Other-service,0,0,35, <=50K
11559, Private,188245, 11th,7, Priv-house-serv,0,0,40, <=50K
11560, Private,50349, HS-grad,9, Other-service,0,0,34, <=50K
11561, Self-emp-not-inc,47176, Some-college,10, Craft-repair,0,0,15, <=50K
11562, State-gov,290661, Doctorate,16, Prof-specialty,0,0,60, >50K
11563, Private,221172, Bachelors,13, Craft-repair,0,0,40, >50K
11564, Private,188950, Assoc-voc,11, Sales,0,0,40, <=50K
11565, Private,356882, Doctorate,16, Prof-specialty,0,0,20, <=50K
11566, Self-emp-inc,150533, Assoc-acdm,12, Exec-managerial,0,0,50, <=50K
11567, Self-emp-not-inc,167149, 7th-8th,4, Other-service,0,0,25, <=50K
11568, Private,301835, 5th-6th,3, Machine-op-inspct,0,0,40, <=50K
11569, Private,313729, HS-grad,9, Adm-clerical,0,0,40, <=50K
11570, Private,130957, HS-grad,9, Craft-repair,0,0,45, <=50K
11571, Private,197732, 11th,7, Other-service,0,0,12, <=50K
11572, Private,250541, 10th,6, Other-service,0,0,20, <=50K
11573, Private,218785, Some-college,10, Adm-clerical,0,0,65, <=50K
11574, ?,232512, HS-grad,9, ?,0,0,40, <=50K
11575, Private,194630, HS-grad,9, Craft-repair,0,0,50, <=50K
11576, Private,38721, HS-grad,9, Priv-house-serv,0,0,22, <=50K
11577, Private,201519, Bachelors,13, Exec-managerial,0,0,40, >50K
11578, Private,279337, Bachelors,13, Exec-managerial,0,0,55, >50K
11579, ?,27187, Assoc-voc,11, ?,0,2415,12, >50K
11580, Private,87560, Some-college,10, Machine-op-inspct,0,0,50, <=50K
11581, ?,100820, HS-grad,9, ?,0,2489,15, <=50K
11582, Private,208431, Some-college,10, Exec-managerial,0,0,32, <=50K
11583, Private,143822, Some-college,10, Craft-repair,7298,0,40, >50K
11584, Private,163205, Some-college,10, Other-service,0,0,30, <=50K
11585, Private,171924, Bachelors,13, Prof-specialty,14344,0,55, >50K
11586, State-gov,137616, Masters,14, Prof-specialty,0,0,35, <=50K
11587, Private,156516, Some-college,10, Adm-clerical,0,2377,20, <=50K
11588, Private,119101, Some-college,10, Craft-repair,5178,0,40, >50K
11589, Private,117556, Some-college,10, Adm-clerical,0,0,32, <=50K
11590, Private,147863, Assoc-voc,11, Craft-repair,5013,0,40, <=50K
11591, Self-emp-not-inc,24504, HS-grad,9, Craft-repair,0,0,50, <=50K
11592, ?,157624, HS-grad,9, ?,0,0,40, <=50K
11593, Private,181721, 10th,6, Farming-fishing,0,0,60, <=50K
11594, Local-gov,55363, Masters,14, Prof-specialty,0,0,55, >50K
11595, Private,92865, Some-college,10, Adm-clerical,0,0,40, <=50K
11596, Private,258633, Some-college,10, Adm-clerical,0,0,25, <=50K
11597, Federal-gov,221532, Bachelors,13, Exec-managerial,0,0,45, >50K
11598, Local-gov,183224, Masters,14, Prof-specialty,0,0,40, >50K
11599, Private,381153, Some-college,10, Craft-repair,0,0,40, <=50K
11600, Private,300871, Some-college,10, Adm-clerical,0,0,40, <=50K
11601, Private,33710, Bachelors,13, Exec-managerial,3103,0,60, >50K
11602, Private,158333, 5th-6th,3, Transport-moving,0,0,40, <=50K
11603, Private,288103, 11th,7, Machine-op-inspct,0,0,40, <=50K
11604, Private,108907, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11605, Private,358533, Some-college,10, Protective-serv,0,0,40, >50K
11606, Private,126613, Bachelors,13, Prof-specialty,0,0,8, <=50K
11607, Private,164190, Assoc-voc,11, Prof-specialty,5178,0,52, >50K
11608, Private,199816, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11609, Private,98228, HS-grad,9, Sales,0,0,45, <=50K
11610, Local-gov,129060, Some-college,10, Adm-clerical,0,0,40, <=50K
11611, Private,22245, HS-grad,9, Exec-managerial,0,0,60, >50K
11612, Private,226918, Bachelors,13, Sales,0,0,48, <=50K
11613, Private,398652, HS-grad,9, Sales,0,0,50, >50K
11614, Private,268840, Some-college,10, Adm-clerical,0,0,16, >50K
11615, ?,103710, Bachelors,13, ?,0,0,16, <=50K
11616, Private,91384, Doctorate,16, Prof-specialty,0,0,60, >50K
11617, Private,174767, Some-college,10, Exec-managerial,0,0,45, >50K
11618, Self-emp-inc,126675, Assoc-voc,11, Sales,0,0,60, >50K
11619, Private,82285, Bachelors,13, Other-service,0,0,40, <=50K
11620, Private,177727, Assoc-acdm,12, Craft-repair,0,0,45, >50K
11621, Self-emp-not-inc,345236, Bachelors,13, Exec-managerial,0,0,55, <=50K
11622, ?,347692, 11th,7, ?,0,0,15, <=50K
11623, Private,156000, 10th,6, Other-service,0,0,20, <=50K
11624, Private,228806, 9th,5, Priv-house-serv,0,0,6, <=50K
11625, Local-gov,184428, Masters,14, Adm-clerical,0,0,40, <=50K
11626, Local-gov,102938, HS-grad,9, Other-service,0,0,40, <=50K
11627, Private,161063, HS-grad,9, Adm-clerical,0,0,40, <=50K
11628, Private,253752, 10th,6, Farming-fishing,0,0,40, <=50K
11629, Self-emp-not-inc,274800, Bachelors,13, Prof-specialty,0,0,60, <=50K
11630, Private,129804, 9th,5, Farming-fishing,0,0,40, <=50K
11631, Federal-gov,65547, Some-college,10, Exec-managerial,0,0,40, <=50K
11632, Private,107658, Some-college,10, Tech-support,0,0,10, <=50K
11633, Private,161097, HS-grad,9, Sales,0,0,26, <=50K
11634, Private,118376, Some-college,10, Other-service,0,0,15, <=50K
11635, Private,131224, HS-grad,9, Prof-specialty,0,0,40, <=50K
11636, Private,120985, HS-grad,9, Other-service,0,0,40, <=50K
11637, Private,215392, Bachelors,13, Prof-specialty,0,0,40, <=50K
11638, Private,63685, HS-grad,9, Sales,0,0,50, <=50K
11639, Private,131826, Some-college,10, Adm-clerical,0,0,40, >50K
11640, Private,211440, HS-grad,9, Transport-moving,0,0,55, >50K
11641, Private,31023, Bachelors,13, Sales,0,0,45, <=50K
11642, Private,145439, 5th-6th,3, Other-service,4064,0,40, <=50K
11643, Private,255161, HS-grad,9, Sales,0,0,25, <=50K
11644, Private,411950, HS-grad,9, Adm-clerical,0,0,40, <=50K
11645, Private,275818, Some-college,10, Sales,0,1974,40, <=50K
11646, Private,318082, Some-college,10, Sales,0,0,35, <=50K
11647, Local-gov,287988, Bachelors,13, Prof-specialty,0,0,40, <=50K
11648, Local-gov,138342, 11th,7, Transport-moving,3411,0,40, <=50K
11649, Federal-gov,115932, Bachelors,13, Adm-clerical,0,0,40, <=50K
11650, Private,60358, Some-college,10, Sales,0,0,40, <=50K
11651, Private,140117, 10th,6, Sales,0,0,12, <=50K
11652, Private,158040, Bachelors,13, Exec-managerial,0,0,45, <=50K
11653, Self-emp-inc,321990, Masters,14, Exec-managerial,15024,0,60, >50K
11654, Private,232784, Assoc-acdm,12, Exec-managerial,0,0,40, <=50K
11655, Private,349368, Some-college,10, Adm-clerical,0,0,40, <=50K
11656, Federal-gov,325573, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
11657, Private,140176, HS-grad,9, Sales,0,0,24, <=50K
11658, Private,128478, HS-grad,9, Craft-repair,0,0,60, >50K
11659, ?,318264, Some-college,10, ?,0,0,30, <=50K
11660, Private,147989, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11661, Federal-gov,155659, Some-college,10, Prof-specialty,0,0,40, >50K
11662, State-gov,288433, Masters,14, Adm-clerical,0,0,40, <=50K
11663, Federal-gov,329205, Bachelors,13, Prof-specialty,0,0,40, <=50K
11664, Private,171373, 11th,7, Farming-fishing,0,0,40, <=50K
11665, Private,228860, Some-college,10, Other-service,0,0,35, <=50K
11666, Private,196116, Prof-school,15, Prof-specialty,2174,0,72, <=50K
11667, Private,47771, 11th,7, Prof-specialty,0,0,20, <=50K
11668, Private,201680, HS-grad,9, Adm-clerical,0,0,60, <=50K
11669, Private,337378, HS-grad,9, Craft-repair,0,0,40, <=50K
11670, Private,246449, HS-grad,9, Other-service,3325,0,50, <=50K
11671, Private,227714, Bachelors,13, Sales,0,0,60, <=50K
11672, Private,177285, Assoc-voc,11, Prof-specialty,0,0,38, <=50K
11673, Private,71701, Assoc-voc,11, Craft-repair,0,0,40, <=50K
11674, Private,30219, HS-grad,9, Craft-repair,0,1669,40, <=50K
11675, Private,280167, Masters,14, Prof-specialty,0,0,40, >50K
11676, Self-emp-inc,27408, Assoc-voc,11, Sales,0,0,60, <=50K
11677, Private,167031, 10th,6, Machine-op-inspct,0,0,40, <=50K
11678, Private,173682, Masters,14, Machine-op-inspct,0,0,40, <=50K
11679, Self-emp-not-inc,278557, HS-grad,9, Farming-fishing,0,0,30, <=50K
11680, Private,113688, Assoc-voc,11, Exec-managerial,0,0,50, <=50K
11681, Self-emp-not-inc,252986, Masters,14, Prof-specialty,0,0,40, >50K
11682, Private,33669, Some-college,10, Transport-moving,0,0,60, <=50K
11683, Private,100776, HS-grad,9, Sales,0,0,50, <=50K
11684, Self-emp-not-inc,177457, Some-college,10, Other-service,0,0,40, <=50K
11685, State-gov,312767, HS-grad,9, Sales,0,0,40, <=50K
11686, Private,43354, 11th,7, Craft-repair,0,0,40, >50K
11687, Self-emp-inc,375422, Bachelors,13, Adm-clerical,0,0,40, <=50K
11688, Self-emp-not-inc,263568, Bachelors,13, Exec-managerial,0,0,60, >50K
11689, ?,74335, HS-grad,9, ?,0,0,10, <=50K
11690, Private,302097, HS-grad,9, Machine-op-inspct,3464,0,48, <=50K
11691, Private,248010, Bachelors,13, Craft-repair,0,0,40, <=50K
11692, ?,87369, 9th,5, ?,0,0,40, <=50K
11693, Private,405577, Some-college,10, Adm-clerical,0,0,40, <=50K
11694, State-gov,167065, HS-grad,9, Exec-managerial,0,0,40, <=50K
11695, Private,102476, Bachelors,13, Exec-managerial,0,0,40, <=50K
11696, Federal-gov,526528, Some-college,10, Adm-clerical,3887,0,40, <=50K
11697, Private,175878, 7th-8th,4, Craft-repair,0,0,35, <=50K
11698, Private,213894, 11th,7, Adm-clerical,0,0,40, <=50K
11699, Private,150262, 11th,7, Sales,0,0,20, <=50K
11700, Private,75363, Some-college,10, Exec-managerial,0,0,40, <=50K
11701, Private,272671, Bachelors,13, Sales,0,0,50, <=50K
11702, Self-emp-inc,411007, HS-grad,9, Exec-managerial,15831,0,40, >50K
11703, Private,222434, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11704, Private,180246, Some-college,10, Exec-managerial,7688,0,40, >50K
11705, Private,171236, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
11706, Private,367037, HS-grad,9, Adm-clerical,0,0,40, <=50K
11707, Private,304651, HS-grad,9, Adm-clerical,0,0,45, >50K
11708, Private,97017, Some-college,10, Craft-repair,0,0,45, <=50K
11709, Private,146879, HS-grad,9, Other-service,0,2001,40, <=50K
11710, State-gov,320818, Some-college,10, Other-service,0,0,40, <=50K
11711, Self-emp-not-inc,84735, Masters,14, Prof-specialty,0,0,20, >50K
11712, Private,184428, Bachelors,13, Adm-clerical,0,0,40, <=50K
11713, Private,326886, HS-grad,9, Craft-repair,0,0,40, >50K
11714, ?,169624, HS-grad,9, ?,0,0,37, <=50K
11715, Private,212102, HS-grad,9, Other-service,0,0,30, <=50K
11716, Private,175837, 11th,7, Farming-fishing,0,0,40, <=50K
11717, Private,177487, HS-grad,9, Craft-repair,0,0,40, <=50K
11718, Private,286750, Bachelors,13, Exec-managerial,0,1902,40, >50K
11719, Private,171424, Bachelors,13, Prof-specialty,0,0,40, >50K
11720, Private,194981, HS-grad,9, Tech-support,0,0,36, <=50K
11721, Private,199362, HS-grad,9, Other-service,0,0,30, <=50K
11722, Private,204226, Masters,14, Prof-specialty,0,0,40, <=50K
11723, State-gov,72506, HS-grad,9, Other-service,0,0,40, <=50K
11724, Self-emp-inc,61040, Some-college,10, Sales,7688,0,36, >50K
11725, Federal-gov,194630, Masters,14, Exec-managerial,0,0,40, <=50K
11726, Private,391867, Assoc-voc,11, Craft-repair,0,0,40, >50K
11727, Private,94080, Assoc-acdm,12, Exec-managerial,0,0,40, >50K
11728, Private,289405, 11th,7, Machine-op-inspct,0,0,12, <=50K
11729, Private,170130, HS-grad,9, Adm-clerical,0,0,40, <=50K
11730, Private,158118, HS-grad,9, Other-service,0,1719,40, <=50K
11731, Private,447739, Doctorate,16, Prof-specialty,0,0,60, <=50K
11732, ?,39824, HS-grad,9, ?,401,0,4, <=50K
11733, ?,312500, 5th-6th,3, ?,0,0,40, <=50K
11734, Private,223342, HS-grad,9, Adm-clerical,0,1504,35, <=50K
11735, ?,293385, Preschool,1, ?,0,0,30, <=50K
11736, Private,106377, Some-college,10, Adm-clerical,0,0,40, <=50K
11737, Private,66118, Bachelors,13, Prof-specialty,0,0,40, <=50K
11738, Private,274883, HS-grad,9, Transport-moving,0,0,40, <=50K
11739, Local-gov,123773, Assoc-acdm,12, Adm-clerical,0,0,40, <=50K
11740, Local-gov,70655, HS-grad,9, Craft-repair,0,0,44, <=50K
11741, Private,177426, HS-grad,9, Other-service,0,0,20, <=50K
11742, Private,200374, Bachelors,13, Sales,0,1902,40, >50K
11743, State-gov,159269, Some-college,10, Adm-clerical,0,0,15, <=50K
11744, Private,235894, HS-grad,9, Craft-repair,0,0,38, <=50K
11745, Local-gov,97723, Prof-school,15, Prof-specialty,0,0,40, >50K
11746, Private,167309, Bachelors,13, Adm-clerical,0,0,40, <=50K
11747, Self-emp-not-inc,98106, Some-college,10, Exec-managerial,0,0,40, <=50K
11748, Federal-gov,22201, Bachelors,13, Adm-clerical,7298,0,40, >50K
11749, Private,108993, HS-grad,9, Craft-repair,0,0,40, <=50K
11750, Private,265954, Bachelors,13, Handlers-cleaners,0,0,40, <=50K
11751, Self-emp-inc,100960, HS-grad,9, Sales,0,0,50, <=50K
11752, Private,170092, Some-college,10, Other-service,0,0,50, <=50K
11753, Private,326156, Some-college,10, Craft-repair,0,0,40, >50K
11754, Private,216932, Masters,14, Exec-managerial,0,0,40, >50K
11755, Private,36956, Some-college,10, Exec-managerial,20051,0,50, >50K
11756, Private,214014, HS-grad,9, Craft-repair,0,0,40, <=50K
11757, Private,99872, HS-grad,9, Craft-repair,0,0,40, <=50K
11758, State-gov,151459, 10th,6, Other-service,0,0,38, <=50K
11759, Self-emp-inc,161662, Bachelors,13, Exec-managerial,7688,0,60, >50K
11760, Private,367200, HS-grad,9, Craft-repair,0,0,40, <=50K
11761, Private,86648, Masters,14, Prof-specialty,0,1977,45, >50K
11762, Local-gov,168539, Bachelors,13, Exec-managerial,0,0,50, >50K
11763, Private,140741, 11th,7, Machine-op-inspct,0,0,40, <=50K
11764, Private,197651, Some-college,10, Tech-support,0,0,43, <=50K
11765, Private,123053, Masters,14, Exec-managerial,0,0,50, >50K
11766, Private,330571, Bachelors,13, Adm-clerical,0,0,25, <=50K
11767, Private,204235, HS-grad,9, Transport-moving,0,0,40, <=50K
11768, State-gov,346766, HS-grad,9, Adm-clerical,0,0,40, <=50K
11769, ?,257250, HS-grad,9, ?,0,0,40, <=50K
11770, Private,163396, Some-college,10, Tech-support,0,0,40, <=50K
11771, ?,135839, HS-grad,9, ?,1086,0,20, <=50K
11772, Private,36251, 10th,6, Other-service,0,0,15, <=50K
11773, Private,149102, HS-grad,9, Handlers-cleaners,2174,0,60, <=50K
11774, ?,222395, HS-grad,9, ?,0,0,40, <=50K
11775, State-gov,29152, 12th,8, Other-service,0,0,40, <=50K
11776, Private,79303, HS-grad,9, Farming-fishing,0,0,45, <=50K
11777, Private,272338, Assoc-voc,11, Prof-specialty,0,0,40, <=50K
11778, State-gov,200497, Masters,14, Exec-managerial,0,0,45, >50K
11779, Private,148392, HS-grad,9, Adm-clerical,0,0,30, <=50K
11780, Private,164243, Some-college,10, Craft-repair,0,1579,40, <=50K
11781, State-gov,129298, Masters,14, Exec-managerial,0,0,40, >50K
11782, Local-gov,174981, Masters,14, Exec-managerial,0,0,47, >50K
11783, Local-gov,328610, Prof-school,15, Prof-specialty,0,0,45, >50K
11784, Private,77774, HS-grad,9, Machine-op-inspct,0,0,34, <=50K
11785, State-gov,134069, Masters,14, Exec-managerial,7298,0,60, >50K
11786, Private,209214, HS-grad,9, Adm-clerical,4386,0,35, >50K
11787, Private,153805, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
11788, Private,168827, Bachelors,13, Sales,0,0,2, <=50K
11789, Private,373432, 9th,5, Craft-repair,0,0,43, <=50K
11790, Private,57600, Bachelors,13, Prof-specialty,0,0,40, <=50K
11791, Self-emp-not-inc,302847, HS-grad,9, Sales,0,0,35, <=50K
11792, Private,227594, HS-grad,9, Adm-clerical,0,0,30, <=50K
11793, Federal-gov,44777, HS-grad,9, Machine-op-inspct,0,0,46, <=50K
11794, ?,133963, HS-grad,9, ?,0,0,40, <=50K
11795, Private,279615, Bachelors,13, Sales,0,0,40, <=50K
11796, Private,276133, HS-grad,9, Farming-fishing,0,0,50, <=50K
11797, Private,136314, Some-college,10, Adm-clerical,0,0,40, <=50K
11798, Private,204410, HS-grad,9, Craft-repair,0,1485,44, >50K
11799, Self-emp-inc,223215, Bachelors,13, Exec-managerial,0,1977,50, >50K
11800, Private,184625, HS-grad,9, Adm-clerical,0,0,40, >50K
11801, Self-emp-inc,265917, HS-grad,9, Exec-managerial,0,0,40, >50K
11802, Private,158647, Some-college,10, Adm-clerical,0,0,40, <=50K
11803, Private,22055, Some-college,10, Prof-specialty,0,0,60, <=50K
11804, Local-gov,176716, HS-grad,9, Transport-moving,0,0,60, <=50K
11805, Private,270721, Bachelors,13, Prof-specialty,0,0,32, <=50K
11806, Private,100321, Some-college,10, Craft-repair,0,0,48, <=50K
11807, Private,79050, HS-grad,9, Transport-moving,0,0,72, <=50K
11808, Local-gov,42703, Some-college,10, Adm-clerical,0,0,40, >50K
11809, Private,116952, 7th-8th,4, Prof-specialty,0,0,45, <=50K
11810, Private,331643, Some-college,10, Craft-repair,0,0,40, >50K
11811, Private,207937, HS-grad,9, Craft-repair,0,1092,40, <=50K
11812, Private,223486, HS-grad,9, Other-service,0,0,7, <=50K
11813, Private,340332, Bachelors,13, Exec-managerial,0,0,45, <=50K
11814, Private,184813, Some-college,10, Other-service,0,0,20, <=50K
11815, Self-emp-not-inc,32185, Bachelors,13, Farming-fishing,0,0,60, >50K
11816, Private,197886, Some-college,10, Sales,0,0,45, >50K
11817, State-gov,248374, Some-college,10, Adm-clerical,0,0,40, <=50K
11818, Private,382499, HS-grad,9, Adm-clerical,0,0,50, <=50K
11819, State-gov,108320, Masters,14, Prof-specialty,5455,0,30, <=50K
11820, Self-emp-inc,161386, 9th,5, Adm-clerical,0,0,50, <=50K
11821, Local-gov,110172, HS-grad,9, Transport-moving,0,0,40, <=50K
11822, Private,144032, HS-grad,9, Exec-managerial,0,0,60, <=50K
11823, Private,224426, Masters,14, Exec-managerial,0,0,38, <=50K
11824, Private,230408, HS-grad,9, Other-service,0,0,20, <=50K
11825, Local-gov,20795, Some-college,10, Protective-serv,0,0,40, >50K
11826, Private,174714, Some-college,10, Other-service,0,0,20, <=50K
11827, State-gov,398626, Doctorate,16, Prof-specialty,25236,0,45, >50K
11828, Private,149531, Some-college,10, Sales,0,0,40, <=50K
11829, Private,34113, HS-grad,9, Craft-repair,0,0,45, <=50K
11830, Local-gov,323790, Bachelors,13, Protective-serv,0,0,40, >50K
11831, Private,331381, Bachelors,13, Adm-clerical,0,0,40, <=50K
11832, Private,160647, Some-college,10, Exec-managerial,0,0,40, >50K
11833, Private,339142, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
11834, Private,164857, Bachelors,13, Prof-specialty,0,0,99, <=50K
11835, Local-gov,267859, Some-college,10, Protective-serv,0,0,40, <=50K
11836, Private,167725, Bachelors,13, Transport-moving,0,0,84, <=50K
11837, Federal-gov,586657, Bachelors,13, Exec-managerial,7298,0,40, >50K
11838, Self-emp-not-inc,105907, 1st-4th,2, Other-service,0,0,20, <=50K
11839, Private,200677, 10th,6, Machine-op-inspct,0,0,40, <=50K
11840, Private,193882, Some-college,10, Prof-specialty,0,0,40, >50K
11841, Private,138026, HS-grad,9, Adm-clerical,0,0,40, <=50K
11842, Private,122385, Masters,14, Exec-managerial,0,0,40, >50K
11843, Private,49020, Masters,14, Exec-managerial,0,0,60, >50K
11844, Private,283715, HS-grad,9, Craft-repair,0,0,40, <=50K
11845, Private,286406, HS-grad,9, Exec-managerial,3325,0,40, <=50K
11846, Private,166416, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
11847, Private,156334, 10th,6, Machine-op-inspct,0,0,40, <=50K
11848, Local-gov,45607, Masters,14, Prof-specialty,0,0,60, >50K
11849, Local-gov,112362, Masters,14, Prof-specialty,0,0,40, <=50K
11850, Private,200419, Assoc-acdm,12, Prof-specialty,0,0,50, <=50K
11851, State-gov,341638, Bachelors,13, Prof-specialty,0,0,40, >50K
11852, ?,34161, 12th,8, ?,0,0,30, <=50K
11853, Self-emp-not-inc,127151, Masters,14, Prof-specialty,0,0,40, >50K
11854, Private,321959, Some-college,10, Tech-support,0,0,40, >50K
11855, Local-gov,35211, Masters,14, Prof-specialty,0,0,40, <=50K
11856, Private,214935, Some-college,10, Handlers-cleaners,0,0,40, <=50K
11857, Private,132130, Assoc-voc,11, Farming-fishing,0,0,40, >50K
11858, Private,222247, 12th,8, Transport-moving,0,0,40, >50K
11859, Private,165799, HS-grad,9, Exec-managerial,0,0,60, <=50K
11860, Private,257874, Bachelors,13, Sales,0,0,30, <=50K
11861, Private,357173, HS-grad,9, Craft-repair,0,0,40, <=50K
11862, State-gov,305739, Some-college,10, Adm-clerical,0,0,40, <=50K
11863, Private,172047, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
11864, Private,110677, Some-college,10, Other-service,0,0,40, <=50K
11865, ?,405684, HS-grad,9, ?,0,0,35, <=50K
11866, Private,82388, Some-college,10, Protective-serv,0,0,38, <=50K
11867, Private,289230, Bachelors,13, Prof-specialty,0,0,48, >50K
11868, Private,101812, HS-grad,9, Machine-op-inspct,5721,0,40, <=50K
11869, State-gov,336509, 10th,6, Other-service,0,0,40, <=50K
11870, Private,383402, Some-college,10, Other-service,0,0,35, <=50K
11871, Private,328216, Some-college,10, Tech-support,7298,0,40, >50K
11872, Private,280362, HS-grad,9, Transport-moving,0,0,35, <=50K
11873, Private,212064, HS-grad,9, Adm-clerical,7443,0,35, <=50K
11874, Private,173704, Masters,14, Prof-specialty,0,0,40, <=50K
11875, Private,433375, 1st-4th,2, Craft-repair,0,0,35, <=50K
11876, Self-emp-not-inc,106551, HS-grad,9, Craft-repair,0,0,40, <=50K
11877, Private,22418, HS-grad,9, Craft-repair,0,0,40, <=50K
11878, Private,54816, Assoc-voc,11, Craft-repair,0,0,40, >50K
11879, Private,358199, Some-college,10, Sales,0,0,45, >50K
11880, Private,190044, 10th,6, Transport-moving,0,0,40, <=50K
11881, Private,97698, Masters,14, Exec-managerial,0,0,32, <=50K
11882, Private,53366, HS-grad,9, Transport-moving,0,0,40, <=50K
11883, Private,236136, Assoc-voc,11, Adm-clerical,0,0,40, <=50K
11884, Private,326232, 7th-8th,4, Handlers-cleaners,0,0,48, <=50K
11885, Private,581071, HS-grad,9, Adm-clerical,0,0,48, >50K
11886, Private,220589, Assoc-acdm,12, Adm-clerical,0,0,40, <=50K
11887, Federal-gov,161463, Some-college,10, Other-service,0,0,40, <=50K
11888, Private,95255, Some-college,10, Adm-clerical,0,0,40, <=50K
11889, Federal-gov,223267, Some-college,10, Protective-serv,0,0,72, <=50K
11890, Private,236769, Bachelors,13, Prof-specialty,0,0,20, <=50K
11891, Self-emp-inc,229498, Some-college,10, Sales,0,0,20, >50K
11892, Private,177083, Some-college,10, Tech-support,0,0,30, <=50K
11893, Private,287681, HS-grad,9, Craft-repair,0,0,40, <=50K
11894, Private,49797, Some-college,10, Exec-managerial,0,0,40, <=50K
11895, Private,174051, Some-college,10, Other-service,0,0,35, <=50K
11896, Private,194901, HS-grad,9, Adm-clerical,0,0,40, <=50K
11897, Local-gov,252250, Assoc-acdm,12, Protective-serv,0,0,56, >50K
11898, Private,191277, Some-college,10, Sales,0,0,50, >50K
11899, Private,174907, HS-grad,9, Other-service,0,0,30, <=50K
